             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
            641487 productio     F380    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641488 productio     F381    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641489 productio     F382    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641492 productio     F383    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641495 productio     F384    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641496 productio     F385    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641498 productio     F386    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641499 productio     F387    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641500 productio     F388    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641501 productio     F389    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641502 productio     F390    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641503 productio     F391    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641504 productio     F392    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641505 productio     F393    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641506 productio     F394    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641507 productio     F395    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641508 productio     F396    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641509 productio     F397    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641510 productio     F398    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641511 productio     F399    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641512 productio     F400    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641513 productio     F401    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641514 productio     F402    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641515 productio     F403    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641516 productio     F404    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641517 productio     F405    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641518 productio     F406    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641519 productio     F407    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641520 productio     F408    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641521 productio     F409    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641522 productio     F410    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641523 productio     F411    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641524 productio     F412    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641525 productio     F413    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641526 productio     F414    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641527 productio     F415    guox3 PD       0:00      2 (AssocGrpCpuLimit)
            641528 productio     F416    guox3 PD       0:00      2 (AssocGrpCpuLimit)
641791_[6,10,12,15 productio   alienF wisecajh PD       0:00      1 (AssocGrpCpuLimit)
            641965 productio bl_83894 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641966 productio bl_5c6f6 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641967 productio bl_46553 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641969 productio bl_203e3 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641970 productio bl_889cb uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641971 productio bl_67c5e uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641972 productio bl_09c55 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641973 productio bl_ac2ea uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641974 productio bl_ee340 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641975 productio bl_b3ba7 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641976 productio bl_a0b37 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641977 productio bl_a985d uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641978 productio bl_ef7f6 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641980 productio bl_36618 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641981 productio bl_04028 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641982 productio bl_672f4 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641983 productio bl_f532b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641984 productio bl_93145 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641985 productio bl_54a3d uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641986 productio bl_00a2b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641987 productio bl_add29 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641988 productio bl_01845 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641989 productio bl_c43c5 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641990 productio bl_ea7fa uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641991 productio bl_6c865 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641992 productio bl_62497 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641993 productio bl_cdafb uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641994 productio bl_60b48 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641996 productio bl_dfa9c uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641997 productio bl_35d4e uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641998 productio bl_93135 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            641999 productio bl_f4d2e uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642000 productio bl_95eaf uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642001 productio bl_02d06 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642002 productio bl_709b2 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642003 productio bl_0533c uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642004 productio bl_267bb uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642005 productio bl_ca85e uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642006 productio bl_53fc6 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642007 productio bl_fff3b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642008 productio bl_e1552 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642009 productio bl_d52b8 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642010 productio bl_f7c22 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642011 productio bl_62aa0 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642012 productio bl_f7e8c uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642013 productio bl_272dc uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642014 productio bl_fd1b1 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642015 productio bl_eef9e uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642016 productio bl_512ad uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642017 productio bl_a5272 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642018 productio bl_a1893 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642019 productio bl_ba7f3 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642020 productio bl_2d2b4 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642021 productio bl_30d4b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642022 productio bl_53180 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642023 productio bl_8810e uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642024 productio bl_6a454 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642025 productio bl_5084d uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642026 productio bl_f1202 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642027 productio bl_51437 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642028 productio bl_8e488 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642029 productio bl_bff2b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642030 productio bl_a09bf uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642031 productio bl_d2f84 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642032 productio bl_4fd3c uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642033 productio bl_bba7d uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642035 productio bl_7a50f uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642036 productio bl_f5d9f uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642037 productio bl_7f278 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642038 productio bl_a57ec uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642039 productio bl_017ff uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642040 productio bl_e8ec9 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642041 productio bl_a9c55 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642043 productio bl_8ac77 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642044 productio bl_a5d08 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642045 productio bl_52a46 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642046 productio bl_cf1da uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642047 productio bl_0a9cc uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642048 productio bl_1a655 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642049 productio bl_7425d uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642050 productio bl_02f24 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642051 productio bl_de994 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642052 productio bl_f9af5 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642053 productio bl_56dc5 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642054 productio bl_c7abf uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642055 productio bl_44f80 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642059 productio bl_f1666 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642060 productio bl_e969e uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642061 productio bl_feaa3 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642062 productio bl_b5af5 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642063 productio bl_4d7a5 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642064 productio bl_c2bfa uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642065 productio bl_385b6 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642066 productio bl_d1dba uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642067 productio bl_41b78 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642068 productio bl_84769 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642069 productio bl_24fdb uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642070 productio bl_54552 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642071 productio bl_b7ab1 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642072 productio bl_22d76 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642073 productio bl_4f0f7 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642074 productio bl_2ec53 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642075 productio bl_70938 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642076 productio bl_89336 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642077 productio bl_4a947 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642078 productio bl_6fa2a uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642079 productio bl_2fc0b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642080 productio bl_5d283 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642081 productio bl_0135b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642082 productio bl_677d5 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642083 productio bl_dfe35 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642084 productio bl_32bdb uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642085 productio bl_4537f uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642086 productio bl_da9ee uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642087 productio bl_5b08f uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642088 productio bl_80f15 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642089 productio bl_cf751 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642090 productio bl_97e21 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642091 productio bl_66003 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642092 productio bl_5c6a8 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642093 productio bl_124b9 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642094 productio bl_8259a uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642095 productio bl_b6101 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642096 productio bl_7f272 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642097 productio bl_7718c uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642098 productio bl_c6936 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642099 productio bl_1a380 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642100 productio bl_8baa9 uscms442 PD       0:00      1 (AssocGrpCpuLimit)
            642101 productio bl_f6d8b uscms442 PD       0:00      1 (AssocGrpCpuLimit)
